filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00093.wav,0.48924083726814804,2646.4695114220985,2988.829579308207,6351.719925351926,0.021581880079334367,140.06630516128823,86.56146994120162,8.234142715138649,12.850975299521457,7.309186821530838,6.7283572825829925,4.320757425659553,3.593416555612499,2.4408165486448383,2.054200332499907,1.4301414337969351,1.1184583061769593,0.2367590938916423,-0.13249820861462416,-0.39052071080836054,-0.45726809680470343,-0.42057029703714316,-0.4116951883851403,-0.37249845767880335,-0.4593166698494103,blues
blues.00087.wav,0.4598834519847939,3211.4883734246155,3117.4636608774517,7212.1480557940695,0.05095131699883901,161.55898901242222,69.63065248893918,6.258966004600186,11.687648419867429,4.923305658218635,4.882089932646582,1.1514612870888188,1.5610511520958767,-0.45292034468412196,-0.6258717905781923,-0.2519102105573227,-0.6295374576549231,-1.0399863260327313,-0.5203659007989563,-0.1124483983163211,0.247481120659136,-0.04396972431696746,0.1234693945158453,0.057761498209995925,-0.5526338876155468,blues
blues.00050.wav,0.5178148976031921,3661.6230072372164,3186.316375586972,7772.611333415974,0.08561323892221362,175.59536278554722,52.52534477980593,4.1003233635189815,16.924780843203596,8.726860305873165,6.836738675754591,3.099182267876523,2.9871397914378006,1.6577642238731654,1.3127884624275936,0.5661566185013316,0.8182538110835277,-0.5768887072180029,-1.1082525045698073,-0.28979727701340907,-0.3025204420088839,-1.285068692255273,-1.3805238226192298,-0.5130363965792468,-0.2772620153087746,blues
blues.00044.wav,0.5117155426527563,3777.321305164858,3227.5824286210327,7905.102198928503,0.0926713973006966,176.5286561288108,50.01486475823271,8.763904712984742,17.194353213348347,7.628797473748084,8.566088489965752,3.740918275880315,5.075921210764902,2.396231169956985,0.799454254751312,-0.4888901228046753,1.1524168928928873,1.5226078231634463,-1.0391576074661677,-1.138000842012397,1.0405556528604951,0.191806032533081,-1.455662777630328,-0.7865614547521265,-0.2792610492807171,blues
blues.00078.wav,0.5356093799034829,4009.525881764525,3192.1112089179674,8115.100929094911,0.12350567797020123,185.9466481886051,41.84612067199359,-2.315485020044218,9.679913050551379,4.720988781671667,4.902231518915801,0.7418731756330624,2.16431815373203,1.4804793062017663,0.8812156688709354,0.5623650002165153,0.3832981320209402,-0.8464594611768329,-1.3003838262007756,-0.8030631283401307,-1.389913352570017,-2.2093086728701308,-2.012831533161487,-1.6816453929671324,-2.5845210385851565,blues
blues.00079.wav,0.5738788829643844,4085.0540862667954,3211.1171712317973,8197.717096192919,0.12466666868227554,181.2076370661711,39.72637017880135,0.5153700572062079,12.150575505602735,6.570600901151403,6.5300433410264995,2.2684505860067157,4.538039911178811,2.7577925607901035,0.7342562029388471,0.6846781731313915,0.6781220874793675,-0.6933440040654992,-0.3740082567019735,-1.515956140633051,-2.118582970065697,-2.2085100022101396,-1.5679948338075775,-0.8947319198251139,-2.6335569532983727,blues
blues.00045.wav,0.5414736182711206,3328.404038898743,3218.7679070598965,7471.146489665974,0.04840031201625387,157.05632850162434,65.05904108898203,18.603983640621685,22.706392198462815,6.650288965611886,5.644972699512701,2.6139058398551493,3.2382429501912497,1.041180404867857,0.8261264529264789,-0.22269133457000184,0.13097600913743324,0.3493802541411959,-1.4735417228964804,-1.9698049066052865,-0.9172369938711862,-2.0758946991450427,-2.7600750382370105,-2.362126567946714,-2.3645548056688077,blues
blues.00051.wav,0.5240533506776061,3828.730527555887,3162.5644075207933,7908.502178369292,0.10659610523897059,183.01160956872215,46.384003384854985,-0.0265911727100426,16.75475240865838,6.080408653464389,0.9795431947324462,1.144088878347272,3.5548252525154287,2.0967833704989545,2.394528990390133,2.59222850201369,1.2985057124860169,-0.6522798828299469,-0.45780870873569157,0.407756567612237,0.49858396235238645,0.4226437127026396,0.45260622957671687,-0.042990048718207656,-0.5832576628274933,blues
blues.00086.wav,0.4696649007587731,3059.334273292827,3080.3478721510464,6956.774600002419,0.04864331886126161,153.43803423964442,73.41364844847787,8.407158071770805,12.990123437631786,5.963073732752966,5.761098187018852,1.926613521760452,2.1706505081665046,0.7570749655518064,1.2267047084344058,1.061893293347318,0.6533824595080518,0.04115327696927527,-0.6416879453312788,-0.6429326075484316,-1.1463022936044451,-1.672524724806467,-1.4557987393320448,-1.607855219172044,-1.9199565643858518,blues
blues.00092.wav,0.4914485927299636,2758.2562969768446,3015.9020092588044,6506.468989605505,0.03233880671923375,140.30100372754129,81.82889132552461,10.993792053305825,15.905648469129476,8.21095457713794,7.016231687961926,3.4810408555832373,2.660523702795795,1.6532974703432666,1.6526000467830981,1.0038048759179736,0.6830497697632127,0.13908262955188072,-0.21913065294662334,-0.17550501378939445,-0.08207154449530712,-0.5548181734134383,-0.6804910115211638,-0.8554155048025255,-1.0600565342587258,blues
